retrieval_run_id,retrieval_method,question_id,first_relevant_rank,reciprocal_rank,chunks_to_full_coverage,top_10_chunk_ids_json,top_10_scores_json,top_10_relevant_flags_json
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-037,1,1.0,8,"[""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:16"",""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:61"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:1""]","[0.03252247,0.03125763,0.0308862,0.03030999,0.0297619,0.02895833,0.02885015,0.02813853,0.02759802,0.02699275]","[true,false,false,false,false,false,false,true,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-038,5,0.2,5,"[""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:70"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:68"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:61"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3""]","[0.54813755,0.54386324,0.53487241,0.52004397,0.51728368,0.50130391,0.47926769,0.47904372,0.45418715,0.44937688]","[false,false,false,false,true,false,false,false,false,true]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-038,3,0.333333333,3,"[""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:70"",""RvRKT-jXvko:semantic_cosine_wp240_v1:42"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:38"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:21"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:51""]","[23.04075926,13.15088891,12.81673608,12.09266371,11.48959606,10.48852747,10.37120427,9.82425017,9.67159613,9.46157502]","[false,false,true,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-038,4,0.25,4,"[""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:70"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""RvRKT-jXvko:semantic_cosine_wp240_v1:42"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:61""]","[0.03278689,0.03200205,0.03175403,0.03125763,0.03055037,0.0298574,0.0276929,0.02744361,0.02701252,0.02699275]","[false,false,false,true,false,false,false,true,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-039,1,1.0,2,"[""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:0"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""0jljZRnHwOI:semantic_cosine_wp240_v1:20"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5""]","[0.67595756,0.59078383,0.52976424,0.4834421,0.43848023,0.36398536,0.31358653,0.31005135,0.28912303,0.28563297]","[true,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-039,1,1.0,2,"[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10""]","[30.82012506,20.78531834,14.42060233,14.26739499,13.70034106,12.80442024,9.77835277,7.89436018,7.84381036,7.80958887]","[true,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-039,1,1.0,2,"[""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:15"",""9H6muyZjms0:semantic_cosine_wp240_v1:16"",""9H6muyZjms0:semantic_cosine_wp240_v1:17"",""9H6muyZjms0:semantic_cosine_wp240_v1:14"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5""]","[0.03252247,0.03252247,0.03125,0.03102453,0.03076923,0.02859477,0.02808327,0.02792121,0.02791239,0.02744361]","[true,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-040,4,0.25,4,"[""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:45"",""9H6muyZjms0:semantic_cosine_wp240_v1:13""]","[0.55317825,0.53251076,0.5178718,0.50597501,0.48406869,0.40863004,0.3720392,0.37137026,0.37091923,0.36571679]","[false,false,false,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-040,406,0.002463054,406,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""8s0d87sjy1A:semantic_cosine_wp240_v1:2"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""7lQXYl_L28w:semantic_cosine_wp240_v1:9"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5""]","[13.85336245,12.91775057,11.93841635,9.66697058,8.37579431,7.80958887,7.3782294,7.29530715,6.87444281,6.72492977]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-040,20,0.05,20,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:50"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""9H6muyZjms0:semantic_cosine_wp240_v1:33"",""8s0d87sjy1A:semantic_cosine_wp240_v1:2"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35""]","[0.03252247,0.03125763,0.03105441,0.0300905,0.0298574,0.02932363,0.02873912,0.02541828,0.02492537,0.02469512]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-041,5,0.2,9,"[""vqn_yk5aFcI:semantic_cosine_wp240_v1:0"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:42"",""2__KumJsGXc:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:12"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:16"",""FlGjISF3l78:semantic_cosine_wp240_v1:51"",""FlGjISF3l78:semantic_cosine_wp240_v1:4"",""FlGjISF3l78:semantic_cosine_wp240_v1:34""]","[0.53165722,0.51243562,0.4876281,0.48694143,0.48162574,0.47791219,0.46861929,0.46569696,0.44987512,0.44064832]","[false,false,false,false,true,false,false,false,true,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-041,14,0.071428571,67,"[""FlGjISF3l78:semantic_cosine_wp240_v1:12"",""8s0d87sjy1A:semantic_cosine_wp240_v1:2"",""FlGjISF3l78:semantic_cosine_wp240_v1:17"",""FlGjISF3l78:semantic_cosine_wp240_v1:55"",""nykOeWgQcHM:semantic_cosine_wp240_v1:5"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:22"",""FlGjISF3l78:semantic_cosine_wp240_v1:14"",""FlGjISF3l78:semantic_cosine_wp240_v1:51"",""FlGjISF3l78:semantic_cosine_wp240_v1:23"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:42""]","[11.47401844,11.30123105,11.01671856,10.89010262,10.73220346,10.22920874,10.20186363,10.14527164,10.13207923,10.05758436]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-041,4,0.25,24,"[""FlGjISF3l78:semantic_cosine_wp240_v1:12"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:42"",""FlGjISF3l78:semantic_cosine_wp240_v1:51"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:13"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""FlGjISF3l78:semantic_cosine_wp240_v1:55"",""8s0d87sjy1A:semantic_cosine_wp240_v1:2"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:22"",""FlGjISF3l78:semantic_cosine_wp240_v1:6""]","[0.03201844,0.03041475,0.02941176,0.02889813,0.02830941,0.02752976,0.0265457,0.02615385,0.02614053,0.02599156]","[false,false,false,true,false,false,false,false,false,false]"
